Buy Date,Sell Date,Buy Price,Sell Price,Quantity,Profit
2014-06-13,2014-06-17,247.30413818359375,249.16709899902344,100,186.29608154296875
2014-06-18,2014-07-04,243.8411102294922,235.88641357421875,100,-795.4696655273438
2014-07-08,2014-07-16,227.45169067382812,226.22877502441406,100,-122.29156494140625
2014-07-18,2014-07-21,223.26861572265625,228.04600524902344,100,477.73895263671875
2014-08-01,2014-08-12,223.16575622558594,225.0172882080078,100,185.1531982421875
2014-09-15,2014-10-09,229.21177673339844,218.21693420410156,100,-1099.4842529296875
2014-10-16,2014-10-22,212.81094360351562,216.15968322753906,100,334.87396240234375
2014-10-28,2014-10-29,213.50811767578125,217.51974487304688,100,401.1627197265625
2014-11-13,2014-11-17,221.5542449951172,225.2001495361328,100,364.5904541015625
2014-12-01,2014-12-19,219.8055877685547,205.8505859375,100,-1395.5001831054688
2014-12-30,2014-12-31,201.18748474121094,203.701904296875,100,251.44195556640625
2015-01-05,2015-01-15,200.20457458496094,197.55300903320312,100,-265.15655517578125
2015-02-09,2015-02-12,204.9705352783203,207.81639099121094,100,284.5855712890625
2015-02-16,2015-03-03,206.36489868164062,205.90773010253906,100,-45.71685791015625
2015-03-10,2015-03-12,196.38723754882812,197.4501495361328,100,106.29119873046875
2015-03-13,2015-03-18,194.3185577392578,198.55877685546875,100,424.02191162109375
2015-03-19,2015-04-01,195.7014923095703,191.10696411132812,100,-459.45281982421875
2015-04-06,2015-04-07,188.50111389160156,190.37550354003906,100,187.43896484375
2015-04-21,2015-05-04,200.3417205810547,203.65618896484375,100,331.44683837890625
2015-05-07,2015-05-08,199.03880310058594,203.37045288085938,100,433.16497802734375
2015-05-12,2015-05-13,198.57020568847656,202.3189697265625,100,374.87640380859375
2015-05-15,2015-05-18,199.770263671875,203.7933349609375,100,402.30712890625
2015-05-26,2015-06-01,202.20468139648438,206.23916625976562,100,403.448486328125
2015-06-08,2015-06-10,202.3989715576172,207.05064392089844,100,465.167236328125
2015-06-11,2015-06-15,200.50173950195312,206.1248779296875,100,562.3138427734375
2015-07-08,2015-07-10,227.80599975585938,228.99462890625,100,118.8629150390625
2015-07-14,2015-07-15,228.08029174804688,231.1318817138672,100,305.15899658203125
2015-07-27,2015-08-14,229.80609130859375,221.02850341796875,100,-877.7587890625
2015-08-17,2015-08-19,217.31402587890625,218.20550537109375,100,89.14794921875
2015-08-20,2015-09-08,209.4507598876953,193.97567749023438,100,-1547.5082397460938
2015-09-22,2015-09-30,193.815673828125,197.10726928710938,100,329.1595458984375
2015-11-05,2015-11-06,214.09100341796875,217.70262145996094,100,361.16180419921875
2015-11-10,2015-11-19,210.9251251220703,213.66812133789062,100,274.29962158203125
2015-12-07,2015-12-11,217.62261962890625,217.82833862304688,100,20.5718994140625
2016-01-04,2016-01-05,227.5088348388672,229.7603759765625,100,225.15411376953125
2016-01-18,2016-01-19,232.43479919433594,238.54940795898438,100,611.4608764648438
2016-01-20,2016-01-28,229.62322998046875,232.44622802734375,100,282.2998046875
2016-02-02,2016-02-17,228.84605407714844,217.7483367919922,100,-1109.771728515625
2016-04-05,2016-04-06,234.74349975585938,236.29786682128906,100,155.43670654296875
2016-04-25,2016-05-09,232.44622802734375,224.72012329101562,100,-772.6104736328125
2016-05-19,2016-05-25,217.42831420898438,217.42831420898438,100,0.0
2016-06-24,2016-06-29,217.48545837402344,221.01707458496094,100,353.16162109375
2016-08-03,2016-08-05,227.20025634765625,232.2976531982422,100,509.73968505859375
2016-08-10,2016-08-11,229.41751098632812,231.8061981201172,100,238.86871337890625
2016-09-02,2016-09-08,231.634765625,236.2178497314453,100,458.30841064453125
2016-09-29,2016-09-30,245.14402770996094,247.71559143066406,100,257.1563720703125
2016-10-13,2016-10-18,241.64671325683594,247.12127685546875,100,547.4563598632812
2016-10-21,2016-11-21,243.2582244873047,226.64022827148438,100,-1661.7996215820312
2017-01-17,2017-01-30,238.01223754882812,238.82369995117188,100,81.146240234375
2017-03-21,2017-03-24,288.8834228515625,294.12939453125,100,524.59716796875
2017-03-27,2017-03-30,285.98040771484375,290.44921875,100,446.881103515625
2017-05-02,2017-05-10,313.28466796875,310.6673889160156,100,-261.7279052734375
2017-05-19,2017-05-22,301.4669189453125,302.67840576171875,100,121.148681640625
2017-05-23,2017-05-26,298.4267578125,305.6842956542969,100,725.7537841796875
2017-06-30,2017-07-04,315.4447937011719,325.0338439941406,100,958.905029296875
2017-08-10,2017-08-17,362.15576171875,358.21270751953125,100,-394.305419921875
2017-08-29,2017-08-30,350.2237243652344,357.5269470214844,100,730.322265625
2017-09-22,2017-09-25,373.6877746582031,375.58502197265625,100,189.7247314453125
2017-09-26,2017-10-04,374.922119140625,374.3506774902344,100,-57.1441650390625
2017-11-07,2017-11-16,414.5127258300781,413.2098083496094,100,-130.291748046875
2017-12-01,2017-12-05,416.0671081542969,417.712890625,100,164.5782470703125
2018-02-02,2018-02-12,413.4383850097656,418.5357971191406,100,509.7412109375
2018-03-06,2018-03-08,416.40997314453125,416.68426513671875,100,27.42919921875
2018-03-16,2018-03-21,411.47259521484375,410.0325012207031,100,-144.0093994140625
2018-05-17,2018-05-31,432.1822204589844,421.2102355957031,100,-1097.198486328125
2018-06-26,2018-07-03,447.5429992675781,444.0456848144531,100,-349.7314453125
2018-09-03,2018-09-04,561.926025390625,567.7777709960938,100,585.174560546875
2018-09-05,2018-09-06,560.943115234375,576.6696166992188,100,1572.650146484375
2018-09-19,2018-09-21,553.51416015625,556.6000366210938,100,308.587646484375
2018-10-04,2018-10-12,513.054931640625,515.020751953125,100,196.58203125
2018-10-22,2018-10-29,485.8078308105469,497.3055725097656,100,1149.774169921875
2018-12-10,2018-12-12,498.4256286621094,507.6832275390625,100,925.7598876953125
2018-12-24,2018-12-26,497.9227294921875,502.128662109375,100,420.59326171875
2019-02-14,2019-02-15,559.6630249023438,568.920654296875,100,925.762939453125
2019-02-18,2019-02-20,557.7886962890625,564.3032836914062,100,651.458740234375
2019-04-08,2019-04-09,607.6883544921875,610.065673828125,100,237.73193359375
2019-05-08,2019-05-16,594.0648193359375,578.4754638671875,100,-1558.935546875
2019-06-17,2019-06-20,586.2244262695312,592.8304443359375,100,660.601806640625
2019-06-24,2019-06-25,577.1268310546875,592.4190063476562,100,1529.217529296875
2019-07-25,2019-08-08,563.0003662109375,526.815673828125,100,-3618.46923828125
2019-09-03,2019-09-06,551.5255126953125,558.8858642578125,100,736.03515625
2019-09-19,2019-09-20,539.02197265625,573.4465942382812,100,3442.462158203125
2019-12-26,2019-12-27,692.7899169921875,705.1105346679688,100,1232.061767578125
2020-01-28,2020-01-29,672.8345947265625,676.5376586914062,100,370.306396484375
2020-01-30,2020-02-05,660.033935546875,662.2054443359375,100,217.15087890625
2020-02-25,2020-03-25,647.5304565429688,494.7682800292969,100,-15276.217651367188
2020-05-14,2020-05-15,662.690673828125,673.5128784179688,100,1082.220458984375
2020-05-18,2020-05-21,664.9058837890625,665.1366577148438,100,23.077392578125
2020-08-03,2020-08-04,927.1531982421875,992.5015258789062,100,6534.832763671875
2020-09-24,2020-09-25,1006.6234741210938,1016.0841674804688,100,946.0693359375
2020-10-21,2020-10-23,980.5025634765625,975.1722412109375,100,-533.0322265625
2020-10-26,2020-10-30,936.4293212890625,948.1514282226562,100,1172.210693359375
2020-11-02,2020-11-05,866.44287109375,902.232177734375,100,3578.9306640625
2020-11-20,2020-11-23,876.6189575195312,900.2477416992188,100,2362.87841796875
2021-01-27,2021-02-02,874.5421752929688,888.7564086914062,100,1421.42333984375
2021-03-17,2021-03-19,948.543701171875,960.8426513671875,100,1229.89501953125
2021-03-25,2021-03-30,919.0538330078125,936.5216064453125,100,1746.77734375
2021-04-12,2021-04-13,881.9954223632812,891.525390625,100,952.996826171875
2021-06-25,2021-06-30,971.2033081054688,974.0646362304688,100,286.1328125
2021-10-29,2021-11-01,1170.47900390625,1171.1943359375,100,71.533203125
2021-11-02,2021-11-04,1154.1187744140625,1153.2188720703125,100,-89.990234375
2021-11-22,2021-11-25,1090.8702392578125,1150.4959716796875,100,5962.5732421875
2021-12-20,2021-12-21,1050.9967041015625,1066.6414794921875,100,1564.4775390625
2022-01-24,2022-01-31,1097.4005126953125,1101.41552734375,100,401.50146484375
2022-02-24,2022-02-28,1041.0281982421875,1088.931884765625,100,4790.36865234375
2022-03-07,2022-03-09,1033.552001953125,1086.416748046875,100,5286.474609375
2022-05-06,2022-05-17,1209.4295654296875,1167.2022705078125,100,-4222.7294921875
2022-06-15,2022-06-17,1198.1920166015625,1195.2845458984375,100,-290.7470703125
2022-06-20,2022-06-21,1173.6171875,1192.561767578125,100,1894.4580078125
2022-06-22,2022-06-24,1156.333984375,1153.772705078125,100,-256.1279296875
2022-07-01,2022-07-05,1111.6146240234375,1122.9444580078125,100,1132.9833984375
2022-09-26,2022-09-30,1097.1466064453125,1097.331298828125,100,18.46923828125
2023-01-27,2023-01-30,1078.6866455078125,1089.0242919921875,100,1033.7646484375
2023-03-15,2023-03-21,1032.398193359375,1047.4661865234375,100,1506.79931640625
2024-07-22,2024-07-24,1500.675048828125,1495.699951171875,100,-497.509765625
2024-10-03,2024-10-08,1406.9749755859375,1397.3499755859375,100,-962.5
2024-10-09,2024-10-11,1374.5999755859375,1372.0999755859375,100,-250.0
2024-12-20,2024-12-23,1205.300048828125,1222.300048828125,100,1700.0
2025-03-04,2025-03-05,1161.9000244140625,1175.5999755859375,100,1369.9951171875
2025-04-04,2025-04-11,1204.699951171875,1218.949951171875,100,1425.0
2025-07-21,2025-07-23,1428.5999755859375,1424.5999755859375,100,-400.0
2025-07-24,2025-07-29,1402.9000244140625,1417.0999755859375,100,1419.9951171875
2026-01-08,2026-01-09,1470.5999755859375,1475.300048828125,100,470.00732421875
2026-01-13,2026-01-14,1452.800048828125,1458.800048828125,100,600.0
2026-01-19,2026-01-21,1413.5999755859375,1404.5999755859375,100,-900.0
2026-03-04,2026-03-05,1345.0,1389.4000244140625,100,4440.00244140625
2026-04-06,2026-04-08,1304.699951171875,1347.800048828125,100,4310.009765625
